AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,number of parameter,"number of parameter without *args, **kargs",lineno,NBC,class
1,1,1,1,7,0,7,0,1,1,0,0,1,2,1,1,8,0,8,6,5,0,8,6,5,1,1,1,1,1,0,0,1,1,1,1,0,0,82,1,0
1,1,1,1,6,0,5,0,3,1,1,0,3,3,3,18,24,4,19,12,15,1,19,12,15,1,1,1,1,2,0,0.05,3,3,3,3,0,0,77,3,1
1,1,1,1,6,0,5,0,3,1,1,0,3,3,3,18,31,4,25,14,21,2,26,14,21,1,1,1,1,2,0,0.08,4,4,4,4,0,0,103,3,1
1,1,1,1,9,0,7,1,1,3,1,0,4,0,4,13,42,7,30,13,25,5,24,13,19,2,2,2,1,2,2,0.17,5,5,5,4,0,0,3772,1,0
1,1,1,1,14,3,10,1,1,1,0,2,8,1,8,8,125,33,85,41,76,12,85,40,76,3,3,3,1,1,2,0.14,12,12,12,8,0,0,2108,1,0
1,1,1,1,16,2,13,0,2,9,1,0,37,0,37,65,646,118,495,157,455,35,427,157,387,5,5,5,1,2,2,0.07,47,47,47,39,0,0,1036,2,0
1,1,1,1,9,1,7,0,4,10,1,0,34,1,35,91,503,116,261,97,222,126,219,95,182,2,2,2,1,2,1,0.48,36,36,36,35,0,0,596,4,1
1,1,2,1,10,0,7,3,3,0,0,0,3,0,3,3,42,2,26,14,22,14,24,14,20,2,2,4,1,1,1,0.54,4,4,6,3,0,0,2901,3,1
1,1,1,1,5,0,5,0,6,0,0,0,2,1,2,92,13,1,12,4,9,0,12,4,9,1,1,1,1,2,0,0,2,2,2,2,0,0,13,6,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,36,1,0
2,2,2,1,7,0,7,0,2,2,0,0,7,3,7,17,60,8,52,19,44,0,45,19,37,4,4,4,3,2,1,0,17,17,17,9,0,0,15,2,0
3,3,3,1,8,0,8,0,4,2,0,0,8,2,8,28,81,9,72,24,62,0,58,23,49,4,4,4,3,2,2,0,24,24,24,12,0,0,20,4,1
2,2,2,1,7,0,7,0,4,0,0,0,8,3,8,28,73,9,64,24,55,0,52,24,43,4,4,4,3,2,1,0,20,20,20,12,0,0,17,4,1
3,3,3,1,10,0,9,0,4,2,0,0,9,3,9,32,105,11,91,30,81,3,76,30,66,5,5,6,4,2,3,0.03,27,27,28,12,0,0,17,4,1
1,1,1,1,8,0,8,0,2,2,2,0,0,3,2,7,21,2,19,9,13,0,17,7,13,1,1,1,1,2,1,0,2,2,2,2,0,0,64,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,2,2,1,0,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,217,1,0
2,2,2,1,26,1,24,0,1,2,2,0,8,6,10,10,326,31,286,44,267,9,168,41,152,6,6,6,1,1,1,0.03,26,26,26,12,0,0,198,1,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,14,3,1,1,0,10,1,1,0,0,0,0,0,7,0,10,0,0,0,0,0,0,360,3,1
2,2,2,1,7,0,5,1,3,0,0,8,12,0,13,19,120,20,76,25,61,24,74,24,60,5,5,5,5,1,2,0.32,32,32,34,23,0,0,139,3,1
2,2,2,1,5,0,4,0,3,4,0,2,6,0,6,12,43,7,28,14,20,8,27,12,20,3,3,3,3,1,2,0.29,13,13,13,10,0,0,566,3,1
1,1,1,1,10,0,8,1,4,3,2,3,4,5,4,74,67,9,51,24,40,7,43,21,35,1,1,1,1,2,1,0.14,6,6,6,6,0,0,51,4,1
1,1,1,1,20,3,14,3,4,1,1,0,1,0,1,71,25,4,18,11,13,3,15,8,13,1,1,1,1,2,0,0.17,1,1,1,1,0,0,11,4,1
1,1,1,1,13,1,10,1,4,3,3,0,6,0,6,76,90,16,68,26,57,9,62,22,55,2,2,2,1,2,1,0.13,7,7,7,6,0,0,12,4,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,3,0,3,3,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,16,2,0
1,1,1,1,2,0,2,0,1,3,3,0,2,0,2,42,14,1,13,11,2,0,5,3,2,1,1,1,1,5,0,0,2,2,2,2,0,0,27,1,0
1,1,1,1,5,0,5,0,4,0,0,0,1,0,1,1,13,2,11,10,8,0,10,9,8,1,1,1,1,1,0,0,1,1,1,1,0,0,241,4,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,2,2,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,194,1,0
2,2,2,1,16,2,12,1,1,8,1,0,6,7,11,39,231,42,165,67,143,24,118,60,103,5,5,6,5,2,2,0.15,38,38,39,20,0,0,694,1,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,1,1,0,3,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,102,3,1
1,1,1,1,12,1,4,7,3,1,0,1,4,1,4,5,63,9,17,6,12,37,17,6,12,2,2,2,1,2,1,2.18,5,5,5,4,0,0,180,2,0
3,3,3,1,34,4,16,15,3,6,0,0,8,15,8,17,393,69,131,46,120,203,106,44,97,11,11,11,6,3,2,1.55,26,26,26,13,0,0,129,3,1
2,2,3,1,21,2,12,7,3,6,4,0,9,13,9,15,288,48,110,43,99,130,89,42,79,7,7,10,3,2,2,1.18,24,24,31,13,0,0,324,3,1
1,1,1,1,9,0,9,0,1,1,0,0,1,0,1,10,11,1,10,5,5,0,3,2,1,1,1,1,1,3,0,0,1,1,1,1,0,0,1064,1,0
2,2,2,1,14,2,7,6,3,6,1,0,9,7,9,15,201,33,65,26,54,104,52,25,42,5,5,8,4,2,3,1.6,19,19,22,12,0,0,24,3,1
1,1,1,1,7,0,7,0,1,4,4,0,6,1,6,6,54,6,48,33,37,0,43,29,36,1,1,1,1,1,0,0,6,6,6,6,0,0,8,1,0
1,1,1,1,13,1,11,0,3,1,0,0,4,1,4,14,63,11,52,16,44,0,24,12,19,1,1,1,1,3,1,0,4,4,4,4,0,0,185,3,1
1,1,1,1,3,0,3,0,3,0,0,0,8,0,8,13,46,9,37,29,20,0,29,21,20,1,1,1,1,2,0,0,8,8,8,8,0,0,8,3,1
1,1,1,1,10,1,9,0,1,3,3,0,13,3,13,13,158,28,126,71,110,6,121,71,105,1,1,1,1,1,0,0.05,15,15,15,15,0,0,12,1,0
